,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mode
0,0.33632523568726613,0.9864688889776352,0.9008713706562084,-0.3520201632468834,0.1902811687060256,-0.7982501269355707,0.6895885661443106,1.7706574746914676,-0.8743785206743261,1.0546162770997052
1,-1.1728784757200026,-1.8764435378384696,-1.7774770930687982,-0.5824840047785937,2.094429273319246,1.3880808548665038,-0.041411190099763386,-1.4550165236879145,-1.7245474586457654,-0.9462367387416326
2,0.16245384036384794,-0.17432211448776438,-0.47575567756155623,-0.6923740484228529,-0.029957648213093956,1.326885840108685,1.7116944200077064,1.2209874286075233,0.6485954293104944,-0.9462367387416326
3,0.21113783105440503,0.8525314655008582,0.8243920901996659,-0.5076977250762507,-0.6984375172668513,1.2879435579900729,1.058322956462118,0.4045657425122532,0.22637098540890468,-0.9462367387416326
4,-0.6025802990591913,1.2878280918003826,0.16849570965878308,0.2187975634607964,-0.47731774508005537,0.5369138314168411,-0.5459950926399207,-0.6381906684411119,0.4794514272979363,-0.9462367387416326
5,-1.2076527547846863,-1.5471807051247266,-1.446381607306318,-0.4252801923430562,1.7044230350249723,-0.3086900088730198,-0.591278263380704,-1.288903002408134,-0.1061545977059648,1.0546162770997052
6,-2.7238113220048916,0.8302085615880621,0.14111423887804544,-0.18565884717432427,-0.6724585134877669,-0.7964087133096764,-0.46189777554989453,-0.9494009151209921,0.5700824444083721,1.0546162770997052
7,-1.138104196655319,-1.022592463174017,0.6336659833821155,-0.6053777638711477,-0.64708516645521,1.1015769221367155,-0.5654021658145422,-1.5475712593888138,-1.587944186479311,-0.9462367387416326
8,1.6507929843323061,-0.6989103564384734,0.6893731135912019,0.6919352513735791,-0.629649593449113,-0.7973433280805231,-0.5718711902060827,0.19843947523077393,-0.8271775141006811,1.0546162770997052
9,-2.195242280221701,-2.0103809613152466,-0.675608941306019,-0.37033517052092657,3.4433920269488536,1.4520574612042239,-0.5783402145976231,-1.6991346912134309,2.0872516027409587,-0.9462367387416326
10,-0.1018306805277477,-0.5426500290489004,0.22703540581070447,-0.658796535087107,-0.016192722155648976,1.9138016634677661,1.0906680784198204,1.1361119067857377,0.1406126036269862,1.0546162770997052
11,-0.6721288571885586,-0.2636137301389484,-0.7291129646706783,-0.7534240726696635,-0.6797998073850708,1.6328609138977794,-0.6365614341214874,-0.007686792050705148,0.9457838136081101,1.0546162770997052
12,-0.22006322934767208,0.06006837659659526,-0.49810147555503154,-0.2802863847568809,-0.6264377773690425,-0.7959247163747737,0.32732320021804384,-0.22189644236283046,-0.661338429963118,1.0546162770997052
13,0.5449709100753672,0.9027579993046496,0.7841067079015693,0.2508488261903721,-0.6971711440695664,-0.5061830110459807,-0.48130484872451595,0.08527211280172646,0.2253540876012139,1.0546162770997052
14,0.6145194682047345,0.5288493587653139,-0.10909575273903799,-0.5977465108402964,-0.5823900139852186,1.2573460506111633,0.935411493022849,1.4998641431648183,-0.620916742107411,-0.9462367387416326
15,-1.4371629966115982,-2.74145606445932,-3.6312341378796424,-0.4283326935553967,3.195623357914844,1.1905878526935427,1.1747653955098465,-0.9655676811822846,0.5866494045253332,-0.9462367387416326
16,-0.29656664328997606,0.9362423551738438,0.5688316962461164,0.15011628618313455,-0.6988779949006897,1.513252475962042,0.09443832212258661,-1.3535700666533041,-0.53651422406908,-0.9462367387416326
17,1.6507929843323061,0.5623337146345082,0.6424784107598239,-0.04371754080048941,-0.5530248383960027,-0.7982368865596504,-0.7879366048835347,1.3099046419446319,-0.1966585025904398,-0.9462367387416326
18,0.8927137007222036,-0.3863897016593273,0.20594852601404456,-0.6450602796315746,0.5114627767130749,-0.7982462883391905,0.7801549076258774,1.8070326983293756,0.782953052151632,1.0546162770997052
19,1.4073730308795207,-0.14083775861857015,-0.3190203620580249,-0.6740590411488098,0.7500548283754543,-0.7189747669083962,-0.765941921952297,1.5968647395325732,0.05298990919763484,1.0546162770997052
20,0.5658354775141774,0.8357892875662611,0.29816428393078104,-0.36270391749007524,-0.62873193171195,-0.7982328810677753,-0.5524641170314611,0.3156485291751445,-0.8770055066775271,-0.9462367387416326
21,-0.8251356850731666,-2.0327038652280427,-1.9244557925470092,0.24932257558420176,1.4750076007342225,-0.7851488305942378,-0.630739312169101,-1.1919024060403791,1.5753706687946352,1.0546162770997052
22,-0.9225036664542808,0.8915965473482514,1.2986895208499107,-0.15971258686942985,1.0941779798115785,-0.7982501269355707,0.9677566149805514,0.4611494237267765,1.5851159394516723,-0.9462367387416326
23,-1.1937430431588127,1.332473899625975,0.7564105075716281,-0.41612268870603464,-0.6986118729969124,-0.1696104298779768,-0.6385021414389496,-1.2606111618008722,-0.45342519903234985,-0.9462367387416326
24,0.14158927292503776,0.7911434797406688,1.0790082955056037,2.645536027271521,-0.6945741613533951,-0.7981274587468972,-0.17726070232211338,-0.27443843206203106,0.2212864963704508,1.0546162770997052
25,0.9900816821033177,0.545591536699911,0.8168385810187728,-0.6206402699328504,-0.5901901387511042,-0.7982432007725367,-0.2160748486713563,-0.10872907993378324,0.09964009612544715,1.0546162770997052
26,-2.243926270912258,-2.1275762068574258,-2.2892273400743046,-0.5321177347749748,2.9295014541375743,1.7941932255320294,-0.2160748486713563,-1.6781178953337506,-0.17759166869623905,1.0546162770997052
